station,date,tmpf,dwpf,relh,drct,sknt,alti,p01i,vsby,skyc1,time,ORIGIN,DEST,CRS_ARR_TIME,ARR_DEL15,CANCELLED,DIVERTED,ON_TIME,"Targets(0=ontime,1=diverted,2=cancelled,3=delayed)"
JFK,1/1/2019 00:00,0,0,0,0,18,30.13,0.03,4,SCT,1/1/2019 00:06,SFO,JFK,6,0,0,0,1,0
JFK,1/1/2019 00:05,0,0,0,130,13,30.14,0.04,4,SCT,1/1/2019 00:06,MSP,JFK,6,0,0,0,1,0
JFK,1/1/2019 00:07,44.1,44.1,100,130,14,30.14,0.04,4,FEW,1/1/2019 00:30,MIA,JFK,30,0,0,0,1,0
JFK,1/1/2019 00:10,0,0,0,130,11,30.13,0.04,4,BKN,1/1/2019 00:37,LAS,JFK,37,0,0,0,1,0
JFK,1/1/2019 00:14,44.1,44.1,100,130,12,30.13,0.05,3,BKN,1/1/2019 01:00,LAX,JFK,100,0,0,0,1,0
JFK,1/1/2019 00:15,0,0,0,130,14,30.13,0.05,4,BKN,1/1/2019 02:54,SJU,JFK,254,1,0,0,0,3
JFK,1/1/2019 00:20,0,0,0,130,14,30.13,0.06,4,BKN,1/1/2019 04:49,LGB,JFK,449,0,0,0,1,0
JFK,1/1/2019 00:25,0,0,0,130,13,30.12,0.07,4,BKN,1/1/2019 05:09,PHX,JFK,509,0,0,0,1,0
JFK,1/1/2019 00:30,0,0,0,130,16,30.12,0.09,4,BKN,1/1/2019 05:14,SAN,JFK,514,0,0,0,1,0
JFK,1/1/2019 00:35,0,0,0,130,14,30.12,0.11,4,BKN,1/1/2019 05:21,SFO,JFK,521,0,0,0,1,0
JFK,1/1/2019 00:40,0,0,0,130,15,30.11,0.13,4,BKN,1/1/2019 05:25,PHX,JFK,525,0,0,0,1,0
JFK,1/1/2019 00:45,0,0,0,130,14,30.1,0.16,4,BKN,1/1/2019 05:25,LAX,JFK,525,0,0,0,1,0
JFK,1/1/2019 00:50,0,0,0,120,15,30.09,0.19,4,BKN,1/1/2019 05:25,LAX,JFK,525,0,0,0,1,0
JFK,1/1/2019 00:51,44.1,44.1,100,120,16,30.09,0.2,3,BKN,1/1/2019 05:27,PDX,JFK,527,0,0,0,1,0
JFK,1/1/2019 00:55,0,0,0,120,13,30.09,0.02,3,BKN,1/1/2019 05:35,DEN,JFK,535,0,0,0,1,0
JFK,1/1/2019 01:00,0,0,0,120,15,30.08,0.03,3,BKN,1/1/2019 05:37,DEN,JFK,537,0,0,0,1,0
JFK,1/1/2019 01:05,0,0,0,120,14,30.07,0.04,3,BKN,1/1/2019 05:53,ABQ,JFK,553,1,0,0,0,3
JFK,1/1/2019 01:10,0,0,0,120,15,30.07,0.04,5,BKN,1/1/2019 05:55,SAN,JFK,555,0,0,0,1,0
JFK,1/1/2019 01:15,0,0,0,120,16,30.06,0.05,5,BKN,1/1/2019 05:56,SLC,JFK,556,0,0,0,1,0
JFK,1/1/2019 01:20,0,0,0,120,18,30.05,0.05,4,BKN,1/1/2019 05:57,SFO,JFK,557,0,0,0,1,0
JFK,1/1/2019 01:25,0,0,0,120,16,30.06,0.05,3,BKN,1/1/2019 05:58,PDX,JFK,558,0,0,0,1,0
JFK,1/1/2019 01:30,0,0,0,120,16,30.05,0.07,3,BKN,1/1/2019 06:04,SEA,JFK,604,0,0,0,1,0
JFK,1/1/2019 01:35,0,0,0,120,15,30.04,0.1,3,BKN,1/1/2019 06:16,BUR,JFK,616,0,0,1,0,1
JFK,1/1/2019 01:40,0,0,0,120,14,30.03,0.13,3,BKN,1/1/2019 06:18,SLC,JFK,618,0,0,0,1,0
JFK,1/1/2019 01:45,0,0,0,120,13,30.02,0.16,3,BKN,1/1/2019 06:25,SEA,JFK,625,0,0,0,1,0
JFK,1/1/2019 01:50,0,0,0,120,14,30.02,0.18,3,BKN,1/1/2019 06:29,LAS,JFK,629,0,0,0,1,0
JFK,1/1/2019 01:51,45,45,100,120,14,30.02,0.18,3,BKN,1/1/2019 06:45,PSE,JFK,645,0,0,0,1,0
JFK,1/1/2019 01:55,0,0,0,120,14,30.02,0.01,3,OVC,1/1/2019 06:49,BOS,JFK,649,0,0,0,1,0
JFK,1/1/2019 02:00,0,0,0,120,13,30.02,0.03,3,OVC,1/1/2019 06:53,ROC,JFK,653,1,0,0,0,3
JFK,1/1/2019 02:05,0,0,0,120,12,30.02,0.05,3,OVC,1/1/2019 06:55,HNL,JFK,655,0,0,0,1,0
JFK,1/1/2019 02:10,0,0,0,120,13,30.01,0.07,3,BKN,1/1/2019 06:56,BOS,JFK,656,0,0,0,1,0
JFK,1/1/2019 02:15,0,0,0,110,16,30.01,0.1,3,BKN,1/1/2019 07:03,SJC,JFK,703,0,0,0,1,0
JFK,1/1/2019 02:20,0,0,0,110,16,30.01,0.12,3,BKN,1/1/2019 07:03,BTV,JFK,703,0,0,0,1,0
JFK,1/1/2019 02:25,0,0,0,110,14,30,0.12,3,BKN,1/1/2019 07:04,ORH,JFK,704,0,0,0,1,0
JFK,1/1/2019 02:30,0,0,0,110,14,29.99,0.14,3,BKN,1/1/2019 07:05,BUF,JFK,705,1,0,0,0,3
JFK,1/1/2019 02:35,0,0,0,110,14,29.98,0.17,3,BKN,1/1/2019 07:05,PWM,JFK,705,0,0,0,1,0
JFK,1/1/2019 02:40,0,0,0,110,12,29.98,0.2,3,BKN,1/1/2019 07:13,LAX,JFK,713,0,0,0,1,0
JFK,1/1/2019 02:45,0,0,0,110,13,29.97,0.23,4,OVC,1/1/2019 07:16,ROC,JFK,716,0,0,0,1,0
JFK,1/1/2019 02:50,0,0,0,110,11,29.97,0.25,4,OVC,1/1/2019 07:22,IAD,JFK,722,0,0,0,1,0
JFK,1/1/2019 02:51,45,45,100,100,11,29.96,0.25,3,OVC,1/1/2019 07:22,SEA,JFK,722,0,0,0,1,0
JFK,1/1/2019 02:55,0,0,0,100,14,29.96,0.01,4,OVC,1/1/2019 07:22,SJU,JFK,722,0,0,0,1,0
JFK,1/1/2019 03:00,0,0,0,110,14,29.95,0.03,4,OVC,1/1/2019 07:26,SJC,JFK,726,0,0,0,1,0
JFK,1/1/2019 03:05,0,0,0,100,12,29.94,0.05,4,OVC,1/1/2019 07:34,LAS,JFK,734,1,0,0,0,3
JFK,1/1/2019 03:10,0,0,0,100,12,29.93,0.05,5,OVC,1/1/2019 07:41,JAX,JFK,741,0,0,0,1,0
JFK,1/1/2019 03:15,0,0,0,110,15,29.93,0.06,6,OVC,1/1/2019 07:43,SFO,JFK,743,0,0,0,1,0
JFK,1/1/2019 03:20,0,0,0,110,14,29.93,0.07,6,OVC,1/1/2019 07:44,RDU,JFK,744,0,0,0,1,0
JFK,1/1/2019 03:25,0,0,0,110,15,29.92,0.08,4,OVC,1/1/2019 07:53,BOS,JFK,753,0,0,0,1,0
JFK,1/1/2019 03:30,0,0,0,110,13,29.92,0.1,4,OVC,1/1/2019 07:57,LAX,JFK,757,0,0,0,1,0
JFK,1/1/2019 03:35,0,0,0,110,13,29.92,0.12,4,OVC,1/1/2019 08:04,RNO,JFK,804,0,0,0,1,0
JFK,1/1/2019 03:40,0,0,0,110,10,29.9,0.13,4,BKN,1/1/2019 08:08,OAK,JFK,808,0,0,0,1,0
JFK,1/1/2019 03:45,0,0,0,120,12,29.89,0.16,4,BKN,1/1/2019 08:10,SMF,JFK,810,0,0,0,1,0
JFK,1/1/2019 03:50,0,0,0,110,13,29.88,0.18,4,BKN,1/1/2019 08:18,ONT,JFK,818,0,0,0,1,0
JFK,1/1/2019 03:51,46,46,100,110,14,29.88,0.18,3,BKN,1/1/2019 08:22,JAX,JFK,822,0,0,0,1,0
JFK,1/1/2019 03:55,0,0,0,110,14,29.88,0.01,4,BKN,1/1/2019 08:25,HNL,JFK,825,0,0,0,1,0
JFK,1/1/2019 04:00,0,0,0,120,12,29.88,0.02,4,BKN,1/1/2019 08:30,ORF,JFK,830,0,0,0,1,0
JFK,1/1/2019 04:05,0,0,0,110,12,29.88,0.04,4,BKN,1/1/2019 08:31,MCO,JFK,831,0,0,0,1,0
JFK,1/1/2019 04:10,0,0,0,110,11,29.86,0.05,4,BKN,1/1/2019 08:48,RDU,JFK,848,0,0,0,1,0
JFK,1/1/2019 04:13,46.9,46.9,100,120,12,29.86,0.08,2,BKN,1/1/2019 08:55,RIC,JFK,855,0,0,0,1,0
JFK,1/1/2019 04:15,0,0,0,120,11,29.86,0.1,2,BKN,1/1/2019 08:59,BQN,JFK,859,0,0,0,1,0
JFK,1/1/2019 04:20,0,0,0,120,12,29.84,0.13,2,BKN,1/1/2019 09:00,LAX,JFK,900,0,0,0,1,0
JFK,1/1/2019 04:25,0,0,0,110,11,29.84,0.16,2,BKN,1/1/2019 09:02,FLL,JFK,902,1,0,0,0,3
JFK,1/1/2019 04:30,0,0,0,120,11,29.83,0.17,2,BKN,1/1/2019 09:04,CLE,JFK,904,0,0,0,1,0
JFK,1/1/2019 04:35,0,0,0,120,9,29.83,0.18,2,BKN,1/1/2019 09:06,BOS,JFK,906,0,0,0,1,0
JFK,1/1/2019 04:40,0,0,0,140,8,29.82,0.18,2,BKN,1/1/2019 09:15,TPA,JFK,915,0,0,0,1,0
JFK,1/1/2019 04:45,0,0,0,140,9,29.82,0.18,2,BKN,1/1/2019 09:17,PBI,JFK,917,0,0,0,1,0
JFK,1/1/2019 04:50,0,0,0,140,9,29.82,0.19,4,BKN,1/1/2019 09:25,BUF,JFK,925,0,0,0,1,0
JFK,1/1/2019 04:51,48.9,48.9,100,150,9,29.82,0.19,4,BKN,1/1/2019 09:41,RSW,JFK,941,0,0,0,1,0
JFK,1/1/2019 04:55,0,0,0,150,8,29.81,0.01,4,BKN,1/1/2019 09:45,SYR,JFK,945,0,0,0,1,0
JFK,1/1/2019 05:00,0,0,0,160,9,29.8,0.01,4,BKN,1/1/2019 09:55,SJU,JFK,955,0,0,0,1,0
JFK,1/1/2019 05:05,0,0,0,160,10,29.8,0.02,4,BKN,1/1/2019 10:02,SJU,JFK,1002,0,0,0,1,0
JFK,1/1/2019 05:10,0,0,0,170,10,29.79,0.02,4,BKN,1/1/2019 10:07,AUS,JFK,1007,0,0,0,1,0
JFK,1/1/2019 05:15,0,0,0,170,11,29.78,0.03,4,BKN,1/1/2019 10:09,MIA,JFK,1009,0,0,0,1,0
JFK,1/1/2019 05:18,50,50,100,170,11,29.78,0.03,0.25,OVC,1/1/2019 10:12,PBI,JFK,1012,0,0,0,1,0
JFK,1/1/2019 05:20,0,0,0,170,12,29.78,0.03,1,BKN,1/1/2019 10:14,TPA,JFK,1014,0,0,0,1,0
JFK,1/1/2019 05:25,0,0,0,170,11,29.78,0.04,1,BKN,1/1/2019 10:24,FLL,JFK,1024,0,0,0,1,0
JFK,1/1/2019 05:30,0,0,0,170,11,29.78,0.04,1,BKN,1/1/2019 10:25,DTW,JFK,1025,0,0,0,1,0
JFK,1/1/2019 05:35,0,0,0,180,10,29.78,0.05,1,BKN,1/1/2019 10:26,ORD,JFK,1026,0,0,0,1,0
JFK,1/1/2019 05:40,0,0,0,180,11,29.77,0.06,1,BKN,1/1/2019 10:26,ATL,JFK,1026,0,0,0,1,0
JFK,1/1/2019 05:45,0,0,0,180,11,29.77,0.06,1,BKN,1/1/2019 10:29,DCA,JFK,1029,0,0,0,1,0
JFK,1/1/2019 05:50,0,0,0,180,10,29.77,0.07,1,OVC,1/1/2019 10:29,MIA,JFK,1029,0,0,0,1,0
JFK,1/1/2019 05:51,48.9,48.9,100,180,10,29.77,0.07,0.25,OVC,1/1/2019 10:32,BOS,JFK,1032,0,0,0,1,0
JFK,1/1/2019 05:55,0,0,0,190,9,29.76,0.01,1,OVC,1/1/2019 10:36,ROC,JFK,1036,0,0,0,1,0
JFK,1/1/2019 06:00,0,0,0,190,8,29.76,0.01,1,OVC,1/1/2019 10:40,MSP,JFK,1040,0,0,0,1,0
JFK,1/1/2019 06:05,0,0,0,190,8,29.75,0.01,1,OVC,1/1/2019 10:46,BUF,JFK,1046,0,0,0,1,0
JFK,1/1/2019 06:10,0,0,0,190,8,29.75,0.01,1,OVC,1/1/2019 10:47,MSY,JFK,1047,0,0,0,1,0
JFK,1/1/2019 06:15,0,0,0,190,7,29.75,0.02,1,OVC,1/1/2019 10:59,FLL,JFK,1059,1,0,0,0,3
JFK,1/1/2019 06:20,0,0,0,180,7,29.73,0.03,1,OVC,1/1/2019 11:12,BUF,JFK,1112,1,0,0,0,3
JFK,1/1/2019 06:25,0,0,0,170,6,29.73,0.04,1,OVC,1/1/2019 11:18,MCO,JFK,1118,1,0,0,0,3
JFK,1/1/2019 06:30,0,0,0,180,6,29.72,0.04,1,OVC,1/1/2019 11:21,BOS,JFK,1121,0,0,0,1,0
JFK,1/1/2019 06:35,0,0,0,170,7,29.72,0.04,1,OVC,1/1/2019 11:26,IAD,JFK,1126,0,0,0,1,0
JFK,1/1/2019 06:40,0,0,0,180,5,29.72,0.05,1,OVC,1/1/2019 11:26,MCO,JFK,1126,0,0,0,1,0
JFK,1/1/2019 06:45,0,0,0,180,5,29.72,0.05,1,OVC,1/1/2019 11:27,BNA,JFK,1127,0,0,0,1,0
JFK,1/1/2019 06:50,0,0,0,170,6,29.71,0.05,0.5,OVC,1/1/2019 11:28,RDU,JFK,1128,0,0,0,1,0
JFK,1/1/2019 06:51,48,48,100,180,5,29.71,0.05,0.25,OVC,1/1/2019 11:34,DFW,JFK,1134,0,0,0,1,0
JFK,1/1/2019 06:55,0,0,0,160,5,29.7,0,0.5,OVC,1/1/2019 11:39,CHS,JFK,1139,0,0,0,1,0
JFK,1/1/2019 07:00,0,0,0,170,7,29.7,0,0.5,OVC,1/1/2019 11:53,CLT,JFK,1153,0,0,0,1,0
JFK,1/1/2019 07:05,0,0,0,170,6,29.7,0,0.5,OVC,1/1/2019 11:53,FLL,JFK,1153,0,0,0,1,0
JFK,1/1/2019 07:10,0,0,0,170,6,29.69,0,0.5,OVC,1/1/2019 12:00,CLT,JFK,1200,0,0,0,1,0
JFK,1/1/2019 07:15,0,0,0,160,7,29.68,0,0.5,OVC,1/1/2019 12:12,BTV,JFK,1212,1,0,0,0,3
JFK,1/1/2019 07:20,0,0,0,170,6,29.68,0,0.5,OVC,1/1/2019 12:25,RDU,JFK,1225,0,0,0,1,0
JFK,1/1/2019 07:25,0,0,0,170,5,29.67,0,0.5,OVC,1/1/2019 12:28,MCO,JFK,1228,0,0,0,1,0
JFK,1/1/2019 07:30,0,0,0,170,7,29.66,0,0.5,OVC,1/1/2019 12:29,MCO,JFK,1229,1,0,0,0,3
JFK,1/1/2019 07:35,0,0,0,160,6,29.65,0,0.5,OVC,1/1/2019 12:30,ATL,JFK,1230,0,0,0,1,0
JFK,1/1/2019 07:40,0,0,0,180,8,29.65,0,0.5,OVC,1/1/2019 12:37,AUS,JFK,1237,0,0,0,1,0
JFK,1/1/2019 07:45,0,0,0,170,10,29.64,0,0.5,OVC,1/1/2019 12:44,SAT,JFK,1244,0,0,0,1,0
JFK,1/1/2019 07:50,0,0,0,170,9,29.64,0,0.5,OVC,1/1/2019 12:53,PIT,JFK,1253,0,0,0,1,0
JFK,1/1/2019 07:51,48,48,100,180,10,29.63,T,0.25,OVC,1/1/2019 12:53,FLL,JFK,1253,1,0,0,0,3
JFK,1/1/2019 07:55,0,0,0,180,10,29.63,0,0.5,OVC,1/1/2019 12:57,PWM,JFK,1257,0,0,0,1,0
JFK,1/1/2019 08:00,0,0,0,190,9,29.64,0,0.5,OVC,1/1/2019 13:07,RSW,JFK,1307,0,0,0,1,0
JFK,1/1/2019 08:05,0,0,0,200,8,29.65,0,0.5,OVC,1/1/2019 13:08,BWI,JFK,1308,0,0,0,1,0
JFK,1/1/2019 08:10,0,0,0,230,7,29.65,0,0.5,OVC,1/1/2019 13:08,BOS,JFK,1308,0,0,0,1,0
JFK,1/1/2019 08:15,0,0,0,230,6,29.65,0,0.5,OVC,1/1/2019 13:12,ORD,JFK,1312,0,0,0,1,0
JFK,1/1/2019 08:20,0,0,0,260,4,29.64,0,0.5,OVC,1/1/2019 13:14,SAV,JFK,1314,0,0,0,1,0
JFK,1/1/2019 08:25,0,0,0,230,5,29.64,0,0.5,OVC,1/1/2019 13:19,BQN,JFK,1319,0,0,0,1,0
JFK,1/1/2019 08:30,0,0,0,240,4,29.64,0,0.5,OVC,1/1/2019 13:23,ROC,JFK,1323,0,0,0,1,0
JFK,1/1/2019 08:35,0,0,0,250,5,29.64,0,0.5,OVC,1/1/2019 13:26,DFW,JFK,1326,0,0,0,1,0
JFK,1/1/2019 08:40,0,0,0,250,5,29.64,0,0.5,OVC,1/1/2019 13:29,CLE,JFK,1329,0,0,0,1,0
JFK,1/1/2019 08:45,0,0,0,280,6,29.64,0,0.5,BKN,1/1/2019 13:29,ORD,JFK,1329,1,0,0,0,3
JFK,1/1/2019 08:50,0,0,0,280,4,29.64,0,1.5,BKN,1/1/2019 13:33,JAX,JFK,1333,0,0,0,1,0
JFK,1/1/2019 08:51,48.9,48.9,100,280,3,29.64,0,1.5,BKN,1/1/2019 13:40,SYR,JFK,1340,0,0,0,1,0
JFK,1/1/2019 08:55,0,0,0,0,0,29.64,0,1.5,BKN,1/1/2019 13:40,PBI,JFK,1340,1,0,0,0,3
JFK,1/1/2019 09:00,0,0,0,290,3,29.64,0,1.5,BKN,1/1/2019 13:44,CMH,JFK,1344,0,0,0,1,0
JFK,1/1/2019 09:05,0,0,0,320,4,29.64,0,1.5,BKN,1/1/2019 13:48,AUS,JFK,1348,0,0,0,1,0
JFK,1/1/2019 09:10,0,0,0,310,4,29.63,0,1.5,BKN,1/1/2019 13:58,LAX,JFK,1358,0,0,0,1,0
JFK,1/1/2019 09:15,0,0,0,270,7,29.63,0,1.5,BKN,1/1/2019 13:59,BWI,JFK,1359,0,0,0,1,0
JFK,1/1/2019 09:20,0,0,0,260,8,29.62,0,1.5,BKN,1/1/2019 14:00,BOS,JFK,1400,0,0,0,1,0
JFK,1/1/2019 09:25,0,0,0,260,8,29.62,0,1.5,BKN,1/1/2019 14:04,TPA,JFK,1404,1,0,0,0,3
JFK,1/1/2019 09:30,0,0,0,260,10,29.62,0,1.5,BKN,1/1/2019 14:06,IND,JFK,1406,0,0,0,1,0
JFK,1/1/2019 09:35,0,0,0,260,12,29.62,0,1.5,BKN,1/1/2019 14:06,SRQ,JFK,1406,0,0,0,1,0
JFK,1/1/2019 09:40,0,0,0,260,17,29.62,0,1.5,BKN,1/1/2019 14:10,FLL,JFK,1410,1,0,0,0,3
JFK,1/1/2019 09:45,0,0,0,260,17,29.62,0,1.5,BKN,1/1/2019 14:13,CHS,JFK,1413,0,0,0,1,0
JFK,1/1/2019 09:50,0,0,0,250,18,29.62,0,6,SCT,1/1/2019 14:16,PHX,JFK,1416,0,0,0,1,0
JFK,1/1/2019 09:51,55,55,100,250,19,29.62,0,6,SCT,1/1/2019 14:18,JAX,JFK,1418,0,0,0,1,0
JFK,1/1/2019 09:55,0,0,0,250,20,29.62,0,6,SCT,1/1/2019 14:20,MIA,JFK,1420,0,0,0,1,0
JFK,1/1/2019 10:00,0,0,0,240,19,29.61,0,6,SCT,1/1/2019 14:22,SAV,JFK,1422,0,0,0,1,0
JFK,1/1/2019 10:05,0,0,0,240,20,29.61,0,6,SCT,1/1/2019 14:23,IAD,JFK,1423,1,0,0,0,3
JFK,1/1/2019 10:10,0,0,0,240,18,29.61,0,6,SCT,1/1/2019 14:24,ATL,JFK,1424,0,0,0,1,0
JFK,1/1/2019 10:15,0,0,0,240,18,29.62,0,6,SCT,1/1/2019 14:28,SJU,JFK,1428,1,0,0,0,3
JFK,1/1/2019 10:20,0,0,0,240,16,29.62,0,6,SCT,1/1/2019 14:32,LAX,JFK,1432,0,0,0,1,0
JFK,1/1/2019 10:25,0,0,0,240,15,29.62,0,6,SCT,1/1/2019 14:32,DCA,JFK,1432,0,0,0,1,0
JFK,1/1/2019 10:30,0,0,0,240,14,29.63,0,6,SCT,1/1/2019 14:33,DAB,JFK,1433,0,0,0,1,0
JFK,1/1/2019 10:35,0,0,0,250,13,29.63,0,6,SCT,1/1/2019 14:38,MSY,JFK,1438,0,0,0,1,0
JFK,1/1/2019 10:40,0,0,0,250,12,29.63,0,6,SCT,1/1/2019 14:39,TPA,JFK,1439,0,0,0,1,0
JFK,1/1/2019 10:45,0,0,0,240,13,29.64,0,6,SCT,1/1/2019 14:42,DFW,JFK,1442,0,0,0,1,0
JFK,1/1/2019 10:50,0,0,0,250,12,29.64,0,10,BKN,1/1/2019 14:44,CVG,JFK,1444,0,0,0,1,0
JFK,1/1/2019 10:51,54,54,100,250,12,29.64,0,10,BKN,1/1/2019 14:46,LAS,JFK,1446,0,0,0,1,0
JFK,1/1/2019 10:55,0,0,0,250,12,29.64,0,10,BKN,1/1/2019 14:48,SFO,JFK,1448,0,0,0,1,0
JFK,1/1/2019 11:00,0,0,0,250,15,29.64,0,10,BKN,1/1/2019 14:56,IND,JFK,1456,0,0,0,1,0
JFK,1/1/2019 11:05,0,0,0,250,14,29.64,0,10,BKN,1/1/2019 14:58,LAS,JFK,1458,0,0,0,1,0
JFK,1/1/2019 11:10,0,0,0,250,13,29.64,0,10,BKN,1/1/2019 14:58,CLT,JFK,1458,0,0,0,1,0
JFK,1/1/2019 11:15,0,0,0,250,11,29.64,0,10,BKN,1/1/2019 14:59,ORD,JFK,1459,1,0,0,0,3
JFK,1/1/2019 11:20,0,0,0,250,10,29.64,0,10,BKN,1/1/2019 14:59,BNA,JFK,1459,1,0,0,0,3
JFK,1/1/2019 11:25,0,0,0,240,9,29.64,0,10,BKN,1/1/2019 14:59,PIT,JFK,1459,0,0,0,1,0
JFK,1/1/2019 11:30,0,0,0,240,10,29.64,0,10,SCT,1/1/2019 14:59,PBI,JFK,1459,0,0,0,1,0
JFK,1/1/2019 11:31,54,54,100,240,10,29.64,0,10,SCT,1/1/2019 14:59,PBI,JFK,1459,0,0,0,1,0
JFK,1/1/2019 11:35,0,0,0,250,11,29.64,0,10,SCT,1/1/2019 15:06,BTV,JFK,1506,1,0,0,0,3
JFK,1/1/2019 11:40,0,0,0,240,11,29.64,0,10,SCT,1/1/2019 15:10,BUF,JFK,1510,0,0,0,1,0
JFK,1/1/2019 11:45,0,0,0,250,13,29.64,0,10,SCT,1/1/2019 15:15,SLC,JFK,1515,0,0,0,1,0
JFK,1/1/2019 11:50,0,0,0,250,14,29.64,0,10,SCT,1/1/2019 15:16,LAX,JFK,1516,0,0,0,1,0
JFK,1/1/2019 11:51,55.9,55,96.78,250,14,29.64,0,10,SCT,1/1/2019 15:18,LAX,JFK,1518,0,0,0,1,0
JFK,1/1/2019 11:55,0,0,0,240,15,29.64,0,10,CLR,1/1/2019 15:21,RSW,JFK,1521,0,0,0,1,0
JFK,1/1/2019 12:00,0,0,0,250,15,29.64,0,10,CLR,1/1/2019 15:24,FLL,JFK,1524,0,0,0,1,0
JFK,1/1/2019 12:05,0,0,0,240,15,29.65,0,10,CLR,1/1/2019 15:26,ORF,JFK,1526,0,0,0,1,0
JFK,1/1/2019 12:10,0,0,0,250,14,29.64,0,10,CLR,1/1/2019 15:27,BTV,JFK,1527,0,0,0,1,0
JFK,1/1/2019 12:15,0,0,0,250,13,29.65,0,10,CLR,1/1/2019 15:29,RDU,JFK,1529,0,0,0,1,0
JFK,1/1/2019 12:20,0,0,0,250,14,29.65,0,10,CLR,1/1/2019 15:30,CMH,JFK,1530,0,0,0,1,0
JFK,1/1/2019 12:25,0,0,0,250,14,29.65,0,10,CLR,1/1/2019 15:30,SJC,JFK,1530,0,0,0,1,0
JFK,1/1/2019 12:30,0,0,0,250,12,29.65,0,10,CLR,1/1/2019 15:35,SAN,JFK,1535,0,0,0,1,0
JFK,1/1/2019 12:35,0,0,0,250,13,29.66,0,10,CLR,1/1/2019 15:44,BOS,JFK,1544,1,0,0,0,3
JFK,1/1/2019 12:40,0,0,0,240,13,29.66,0,10,CLR,1/1/2019 15:49,SRQ,JFK,1549,0,0,0,1,0
JFK,1/1/2019 12:45,0,0,0,250,13,29.66,0,10,FEW,1/1/2019 15:49,SEA,JFK,1549,0,0,0,1,0
JFK,1/1/2019 12:50,0,0,0,250,14,29.66,0,10,FEW,1/1/2019 15:58,FLL,JFK,1558,0,0,0,1,0
JFK,1/1/2019 12:51,55.9,54,93.32,250,14,29.66,0,10,FEW,1/1/2019 16:00,MCO,JFK,1600,0,0,0,1,0
JFK,1/1/2019 12:55,0,0,0,250,14,29.67,0,10,CLR,1/1/2019 16:00,SEA,JFK,1600,0,0,0,1,0
JFK,1/1/2019 13:00,0,0,0,250,15,29.67,0,10,CLR,1/1/2019 16:00,HOU,JFK,1600,1,0,0,0,3
JFK,1/1/2019 13:05,0,0,0,250,15,29.67,0,10,CLR,1/1/2019 16:01,SEA,JFK,1601,0,0,0,1,0
JFK,1/1/2019 13:10,0,0,0,250,16,29.67,0,10,FEW,1/1/2019 16:01,DTW,JFK,1601,0,0,0,1,0
JFK,1/1/2019 13:15,0,0,0,250,16,29.68,0,10,SCT,1/1/2019 16:03,CLT,JFK,1603,0,0,0,1,0
JFK,1/1/2019 13:20,0,0,0,250,17,29.68,0,10,SCT,1/1/2019 16:03,BUF,JFK,1603,1,0,0,0,3
JFK,1/1/2019 13:25,0,0,0,250,17,29.68,0,10,SCT,1/1/2019 16:04,MSY,JFK,1604,0,0,0,1,0
JFK,1/1/2019 13:30,0,0,0,250,17,29.69,0,10,SCT,1/1/2019 16:05,DEN,JFK,1605,0,0,0,1,0
JFK,1/1/2019 13:35,0,0,0,250,17,29.69,0,10,SCT,1/1/2019 16:08,SAN,JFK,1608,1,0,0,0,3
JFK,1/1/2019 13:40,0,0,0,250,15,29.69,0,10,BKN,1/1/2019 16:10,LAX,JFK,1610,0,0,0,1,0
JFK,1/1/2019 13:45,0,0,0,250,17,29.69,0,10,SCT,1/1/2019 16:16,CLE,JFK,1616,0,0,0,1,0
JFK,1/1/2019 13:50,0,0,0,250,16,29.68,0,10,SCT,1/1/2019 16:19,LAX,JFK,1619,0,0,0,1,0
JFK,1/1/2019 13:51,57.9,52,80.67,250,16,29.69,0,10,SCT,1/1/2019 16:19,BOS,JFK,1619,0,0,0,1,0
JFK,1/1/2019 13:55,0,0,0,260,15,29.69,0,10,BKN,1/1/2019 16:24,MCO,JFK,1624,0,0,0,1,0
JFK,1/1/2019 14:00,0,0,0,260,16,29.69,0,10,BKN,1/1/2019 16:24,BOS,JFK,1624,0,0,0,1,0
JFK,1/1/2019 14:05,0,0,0,260,18,29.7,0,10,BKN,1/1/2019 16:27,SFO,JFK,1627,0,0,0,1,0
JFK,1/1/2019 14:10,0,0,0,260,18,29.7,0,10,BKN,1/1/2019 16:27,MIA,JFK,1627,0,0,0,1,0
JFK,1/1/2019 14:15,0,0,0,260,21,29.7,0,10,BKN,1/1/2019 16:28,MCO,JFK,1628,0,0,0,1,0
JFK,1/1/2019 14:20,0,0,0,260,21,29.71,0,10,BKN,1/1/2019 16:31,DFW,JFK,1631,0,0,0,1,0
JFK,1/1/2019 14:25,0,0,0,260,20,29.71,0,10,BKN,1/1/2019 16:32,LAX,JFK,1632,0,0,0,1,0
JFK,1/1/2019 14:30,0,0,0,270,19,29.72,0,10,BKN,1/1/2019 16:34,DCA,JFK,1634,0,0,0,1,0
JFK,1/1/2019 14:35,0,0,0,270,20,29.72,0,10,SCT,1/1/2019 16:39,PHX,JFK,1639,0,0,0,1,0
JFK,1/1/2019 14:40,0,0,0,270,21,29.72,0,10,SCT,1/1/2019 16:50,BOS,JFK,1650,0,0,0,1,0
JFK,1/1/2019 14:45,0,0,0,280,16,29.73,0,10,FEW,1/1/2019 16:55,SFO,JFK,1655,0,0,0,1,0
